"title","description","city","contract_type","workday","company_name","salary_min","salary_max","salary_period","salary_currency","teleworking","publish_date"
PLANIFICADOR DE LA PRODUCCION,"¿Sientes que tienes mucho para ofrecer y aceptas desafíos? Aprovecha tu TALENTO y desata TODO TU POTENCIAL dentro de ROCERSA GROUP.

Somos un grupo cerámico de referencia internacional en crecimiento, con más de cuarenta años de experiencia, adaptados a las nuevas tecnologías y orientados a la mejora continua, siendo nuestro principal valor el capital humano.

¿Quieres formar parte de nuestro equipo en esta fase de crecimiento y consolidación? ¿Quieres formar parte de uno de los grupos industriales cerámicos de referencia?

Si quieres formar parte de nuestro equipo, actualmente estamos buscando un PLANIFICADOR DE LA PRODUCCIÓN.

Estarás bajo las directrices y en dependencia directa del responsable de operaciones.

Tus funciones principales serán:

- Elaborar el plan de producción en base a la cartera de pedidos y condicionantes del área de producción.
- Gestionar y priorizar secuenciación según necesidades.
- Análisis de la evolución de la demanda.
- Seguimiento del cumplimiento de la planificación establecida.
- Análisis del stock de producto terminado.
- Interactuar con el equipo comercial del grupo garantizando una comunicación fluida.
- Garantizar la eficiencia en el área de planificación.
- Resolución, control y seguimiento de incidencias y desviaciones en función de las necesidades comerciales y productivas.

Buscamos:

- Persona con formación en el ámbito de organización industrial, dinámica, metódica, organizada, con ganas de aprender y desarrollarse profesionalmente.

Ofrecemos:
- Incorporación a una empresa en expansión y con profesionales experimentados.
- Atractiva retribución y estabilidad laboral.
- Excelente ambiente laboral en entorno dinámico.",L'Alcora,Contrato indefinido,Jornada completa,ROCERSA CERAMICA,,,,,Trabajo solo presencial,2022-01-26
Jefe/a de obra  -  Project Manager,"Empresa hispano-alemana, con oficinas centrales en Barcelona, y especializada en Promociones Integrales de Proyectos Comerciales/ Terciarios, precisa

Jefe/a de obra  -  Project Manager


Se responsabilizará de la gestión integral de nuestras Promociones (Proyectos básicos, ejecutivos, instalaciones, legalizaciones), y dará soporte al Director Técnico. 

Tareas principales:
·	Apoyo en los Estudios de Viabilidad de los proyectos (urbanísticos, legales y económicos)
·	Apoyo en la elaboración de Implantaciones/ Ante-Proyectos 
·	Apoyo y control en mediciones, certificaciones, licitaciones, planificación y organización de la obra, incluyendo visitas 
·	Gestión de la Documentación oficial de la obra, legalizaciones
·	Ámbito principal de actuación: Cataluña, Madrid, Valencia, Murcia, Andalucía 

Requisitos: 
·	Varios años de experiencia en puestos de responsabilidad similar 
·	Formación: Arquitectura superior /Arquitecto Técnico o Ingeniería
·	Carnet de Conducir, con disponibilidad para viajar, y puntualmente pernoctar

Ofrecemos:
·	Trabajo en un equipo muy dinámico, con trato directo y decisiones ágiles
·	Contrato por obra y servicios, preferiblemente de jornada completa, para aproximadamente 18 meses, con posibilidad de convertirlo en indefinido  
·	Salario fijo + gastos de viaje + dietas
·	Posibilidad de ``Home Office``",Madrid,Contrato de duración determinada,Jornada completa,EUROACTIV PROMOCIONES INTEGRALES,,,,,Teletrabajo posible,2022-01-26
Passenger Service Agents - IBZ,"Supporting our customers by supervising our Third-party handler throughout the journey at the airport and ensuring the delivery of an effective and friendly service that meets the needs of our customers and promotes our brand values is key to the success of this role. 

As a Customer Helper (PSA), you will be present at the arrivals hall whilst our customers baggage is delivered, ensuring that we get them on their holiday as soon as possible. On their trip back home, you will be responsible for welcoming our customers as they arrive at the airport for their return journey home and direct them to our check in desks. You will provide supervisory support to our Third-party handler and make sure they provide a warm and friendly check in service issuing boarding passes and following safety and security procedures. You will also assist at the boarding gates working with our Jet2.com colleagues to make sure our flight departs on time. ",Eivissa,Contrato de duración determinada,Jornada parcial - indiferente,Jet2,,,,,Trabajo solo presencial,2022-01-26
Gestor de cuentas / Comercial,"Se busca incorporar un gestor de cuentas con perfil comercial para la gestión de cartera de clientes de las provincias de Málaga, Córdoba, Jaén y Granada, así como captación y fidelización de nuevos clientes.",Granada,Contrato indefinido,Jornada completa,LEXTRANSPORT ASISTENCIA,10000,,YEAR,EUR,,2022-01-26
Administrativo/a para la gestión documental de subvenciones.,"ALDALAN SELECCIONA PARA RELEVANTE ENTIDAD UBICADA EN BILBAO:  Administrativo/a para la gestión documental de subvenciones.

Las funciones a realizar son:
Control y verificación de documentación
Registro documental
Registro de información
Manejo de aplicaciones telemáticas",Bilbao,Contrato de duración determinada,Jornada completa,Aldalan,,,,,Trabajo solo presencial,2022-01-25
"TÉCNICO DE SECTOR/ AUDITOR con experiencia en AUDITORÍA: normas de gestión, Organismos notificados (sector industrial; auditoría de marcado CE), normas de evaluación de la conformidad","Funciones
Funciones requeridas 
Se integrará en el Departamento de Inspección y Organismos de Control, dentro del Área de Inspección, como técnico de sector / auditor, y trabajará fundamentalmente con la norma UNE-EN ISO/IEC 17065. Las funciones y responsabilidades del puesto serán:
- Se responsabilizará de la gestión de los procesos de evaluación de entidades de inspección y certificación para su acreditación, coordinando equipos de auditores y expertos.
- Realización de evaluaciones a través de auditorías como parte del proceso de evaluación para la consecución de la acreditación de la entidad evaluada.
- Participación en el desarrollo de nuevos esquemas de acreditación.
- Colaboración en la representación de ENAC en actividades técnicas (comités, foros, grupos de trabajo, etc.) y eventos o jornadas de divulgación de la acreditación.

Buscamos una persona proactiva, con capacidad de planificación, organizada, capaz de trabajar en equipo, liderazgo y habilidades de comunicación (tanto verbal como escrita), impacto e influencia. Visión de mejora continua, una persona metódica y resolutiva.



Se ofrece
Qué ofrecemos/ por qué unirte a nuestro equipo:
- Formar parte de una organización nacional de acreditado prestigio y reconocimiento con más de 30 años de experiencia. ENAC es la entidad designada por el Gobierno para operar como único organismo de acreditación en España.
- Formación y actualización continua en normas técnicas, sectoriales y acreditaciones, además de herramientas de evaluación y reporting.
- Entorno de trabajo altamente cualificado y enriquecimiento profesional.
- Centro de trabajo en Madrid (zona Príncipe de Vergara), excelente horario, jornada intensiva viernes y meses de junio a septiembre.
- Posibilidad de tiempo parcial en teletrabajo.

En ENAC estamos comprometidos con la prestación del mejor servicio, competente y adaptado a las necesidades del mercado y las personas son la clave de nuestra organización, profesionales altamente cualificados y con amplia experiencia en actividades de evaluación.",Madrid,Contrato indefinido,Jornada completa,ENAC - Entidad Nacional de Acreditación,,,,,Teletrabajo posible,2022-01-26
Técnico Recursos Humanos,"Aza Logistics precisa incorporar técnico de Recursos Humanos, para sus distintos centros logísticos.   

En dependencia de la responsable de Recursos Humanos, se encargará de:  

- Gestionar los procesos de selección de la empresa: publicación de ofertas de empleo, criba curricular, entrevistas de selección y selección del candidato/a final
- Contacto, colaboración y coordinación en los procesos de selección realizados por empresas de Outsourcing/ETT.
- Gestión de la formación: organización y planificación de las acciones formativas, contacto con proveedores y docentes, comunicación de las mismas a los trabajadores...
- Asegurar que el personal de los distintos centros cumple los horarios, calendario y demás aspectos relacionados con la presencia de los trabajadores, controlando absentismos justificados o injustificados.
- Control de costes de personal mensual y reporte a Dirección, y elaboración de KPIs de Recursos Humanos.
- Elaboración de los informes de control y reporting mensuales para preparar nóminas: horas extras, nocturnidades...
- Gestión administrativa de PRL (EPIs, partes de baja/alta, coordinación de actividades empresariales con empresas externas, coordinación con servicio de prevención y con Mutua Colaboradora de la Seguridad Social).
- Atención al empleado. 
- Otras tareas administrativas (comprobar la aplicación y el cumplimiento de las auditorías, participación en proyectos del departamento...).",Sagunto/Sagunt,Contrato otros contratos,Jornada completa,AZA LOGISTICS SL,,,,,Trabajo solo presencial,2022-01-26
UN/A COMERCIAL SENIOR,"Empresa perteneciente al sector del packaging y ubicada en el Vallès
Oriental, precisa: 

 UN/A COMERCIAL SENIOR

En dependencia directa de Gerencia, su misión será impulsar y desarrollar nuevas líneas de productos para todo el mercado nacional visitando laboratorios farmacéuticos, y cosméticos. Su objetivo será incrementar la cartera de clientes actual mediante la búsqueda de nuevas oportunidades de mercado. 

Requisitos:

Buscamos un profesional con al menos 5 años de experiencia como comercial, conocedor del sector del packaging y con experiencia en sector farmacéutico y/o cosmético.
Con formación técnica, clara orientación al cliente, con capacidad de toma de decisiones y habituado a trabajar de forma autónoma.
Preferiblemente con residencia próxima a Granollers.",Granollers,Contrato indefinido,Jornada completa,SPAC,30000,45000,YEAR,EUR,Trabajo solo presencial,2022-01-26
Almacenero/a,"-Coordinar con el departamento de compras las necesidades de acopio de material.
- Supervisar el material recepcionado y trasladar el mismo a su correcta ubicación garantizando su correcta identificación.
- Realizar el seguimiento de las incidencias ocasionadas por la falta de material, devoluciones, reprocesos, etc. buscando las soluciones más adecuadas e informando a las personas implicadas.
- Mantener una estrecha colaboración con los responsables de célula y personal de los departamentos de aprovisionamientos, mecanizado, servicio técnico y OT.
- Facilitar el flujo de los materiales recepcionados a producción manteniendo, a su vez, las bases de información de existencias actualizadas.
- Trabajar estrechamente con los proveedores en el envío, lotificación y programación de los componentes y subconjuntos subcontratados.",Oñati,Contrato de duración determinada,Jornada completa,ULMA Packaging,,,,,Trabajo solo presencial,2022-01-26
Analista de Mercados International  (Automoción),"Buscamos para la Unit de Client Service de Madrid, una persona, cuyas funciones consistirán en dar soporte interno al equipo en la realización de los estudios y proyectos en curso, analizará datos, preparará presentaciones y buscará información de distintos mercados, investigación documental y de clientes.
La persona seleccionada, verificará informes, comprobará tablas y gráficos para su traspaso a las presentaciones, realizará planes de codificación, dará apoyo en la elaboración de cuestionarios, velando también por el mantenimiento de la calidad y rigurosidad de los estudios.
El perfil corresponde a un licenciado en ITM, ADE, Económicas o similar, con muy buen nivel de inglés y valorable el conocimiento de cualquier otro idioma.",Madrid,Contrato indefinido,Jornada completa,Insights Division,,,,,Teletrabajo posible,2022-01-26
LICENCIADO EN DERECHO PARA TRAMITACION DE AYUDAS EN VIVIENDA E INSTRUMENTOS DE ORDENACION DEL TERRITORIO,"Se busca 3 LICENCIADOS EN DERECHO para formar un equipo de tramitación de expedientes de ayudas en Viviendas así como la tramitación de expedientes de ordenación del territorio en Castilla y León.
Un perfil debe ser especialista en normativa ubanística y ejercerá las funciones de coordinación del equipo.
Los otros dos abogados deben contar con experiencia amplia en tramitación de ayudas y subvenciones en materia de venta de vivienda y alquiler.",Valladolid,Contrato de duración determinada,Jornada completa,Sociedad Publica de Infraestructuras y Medio Ambie,27000,30000,YEAR,EUR,Teletrabajo posible,2022-01-26
Técnico/a de Proyectos de Distribución,"Funciones
Si tienes titulación superior, más de 2 años de experiencia, te gusta el sector de la logística, los procesos y la mejora continua y te consideras una persona autónoma, organizada, que trabaja bien en equipo, seguro que esta oportunidad de empleo te interesa.

Te incorporarías  a la Dirección de Distribución y en dependencia del Director tendrías como principales responsabilidades:
- Análisis y definición de requerimientos para entrada nuevos clientes o nuevas operativas.
- Acompañar a las áreas operacionales en la actividad diaria  para identificar e implantar mejorar en los procesos de distribución.
- Análisis y definición de márgenes, costes, Kpis, Niveles de servicio…
- Interrelación con clientes y centros de negocio para la elaboración e implantación de proyectos comunes de mejora.


Se ofrece
Te ofrecemos la oportunidad de incorporarte a una empresa líder del sector donde te ofrecemos una oportunidad única de formación y desarrollo profesional.
Contrato indefinido
Horario: de lunes a viernes de 09.00 a 18.00",Cabanillas del Campo,Contrato indefinido,Jornada completa,"LUIS SIMOES LOGISTICA INTEGRADA, S.A",,,,,Teletrabajo posible,2022-01-26
TECNICOS DE MANTENIMIENTO INDUSTRIAL,"En STAROIL hacemos las cosas diferentes. Estamos en una etapa de expansión y consolidación y necesitamos un equipo profesional con talento y ganas de prosperar y crecer con nosotros.
 Seleccionamos TÉCNICOS de MANTENIMIENTO INDUSTRIAL para mejorar y mantener la maquinaria y los equipos industriales de nuestras AREAS de SERVICIO.
 En STAROIL trabajamos para que nuestros clientes reciban el mejor servicio y para ello necesitamos unas instalaciones en óptimo funcionamiento.
 Tanto las instalaciones como la maquinaria de lavado profesional, surtidores y resto de equipos industriales requieren de ajustes y mantenimientos preventivos generales a cargo de nuestro propio personal.
 SE REQUIERE.
-	Conocimientos y experiencia demostrable en mantenimiento industrial para integrarse en el equipo de mantenimiento preventivo con base en SANTIAGO de COMPOSTELA (A CORUÑA)
-	Imprescindible conocimientos en mecánica, hidráulica, electricidad y mantenimiento mecánico nivel medio para mantenimiento y pequeñas reparaciones de áreas de lavado.
-	Certificaciones PRL básico 60h (recomendable), trabajos eléctricos, y riesgo eléctrico RD614/2001, trabajo en alturas, espacios confinados, plataformas elevadoras, carretillas , riesgos de herramientas de trabajo,",Santiago de Compostela,Contrato indefinido,Jornada indiferente,STAROIL estaciones de servicio,1200,1500,MONTH,EUR,Trabajo solo presencial,2022-01-26
ASESOR INMOBILIARIO EN TECNOCASA MADRID,"ASESOR COMERCIAL EN TECNOCASA, 1ª RED INMOBILIARIA EN ESPAÑA CON MÁS DE 700 OFICINAS Y MÁS DE 3.000 EN EUROPA.

OFRECEMOS: 
Salario FIJO más incentivos, comisiones y premios por objetivos. 

Formación a cargo de la empresa ( ESCUELA DE FORMACIÓN PROPIA)  para que aprendas una profesión

Buen ambiente de trabajo con posibilidad de altos ingresos.

Evolución y posibilidad de crecimiento REAL en la empresa, posibilidad de ser franquiciado y gestionar tu propio punto de venta.

BUSCAMOS: Personas proactivas, con dotes comerciales, dinámicas, con afán de superación, extrovertidas, con iniciativa y alta capacidad de trabajo.",Madrid,Contrato indefinido,Jornada completa,CONSULTING BENQUERENCIA SL.,12000,30000,YEAR,EUR,Trabajo solo presencial,2022-01-25
ADMINISTRATIVO DE OBRA,"Buscamos un administrativo de obra para sector de la construcción. 
Sus principales funciones serán: 
- Facturación y contabilidad, confección de contratos, costes, documentación de subcontratistas.
- Gestión de documentación de proveedores: TCs, certificado de haberes, servicio prevención, seguros Responsabilidad Civil, certificado de estar al corriente de pagos con la seguridad social y hacienda. 
- Archivo de documentación",Madrid,Contrato indefinido,Jornada completa,FATECSA OBRAS,,,,,Trabajo solo presencial,2022-01-25
Peluquero/a,Buscamos peluquer@ con mínimo tres años de experiencia que le guste su profesión y tenga ganas de seguir aprendiendo.,Alicante/Alacant,Contrato de duración determinada,Jornada completa,Madnes Peluqueros,1200,1500,MONTH,EUR,Trabajo solo presencial,2022-01-25
Comercial,"Somos empresa de telecomunicaciones con sede central en Granada, con más de 20 años de experiencia.

Buscamos comercial de ventas con un perfil profesional, dinámico y con ganas de vender. 

Requisitos: 

Experiecia minima de 2 años 

Conocimiento en venta, cierre y trabajo por objetivos. 

Imprescindible carnet de conducir. 

Disponibilidad para desplazamientos por poblaciones de la provincia. 

Disponibilidad inmediata",Granada,Contrato otros contratos,Jornada completa,Jetnet,,,,,Trabajo solo presencial,2022-01-25
TECNOCASA ASESOR INMOBILIARIO - LINARES (JAÉN),"IMPORTANTE GRUPO INMOBILIARIO INTERNACIONAL SELECCIONA ASESORES EN LINARES.

OFRECEMOS:
-850 EUROS FIJO NETO MENSUAL (950 EUROS BRUTOS)
-ALTOS PORCENTAJES SOBRE LAS VENTAS
-OBJETIVOS MENSUALES REMUNERADOS
-FORMACIÓN A CARGO DE LA EMPRESA
-CONTRATOS A LARGO PLAZO EN RÉGIMEN SEG.SOCIAL
-JORNADA COMPLETA
-PERTENENCIA A UNA EMPRESA SÓLIDA Y LÍDER EN SU SECTOR
-ESTUPENDO AMBIENTE LABORAL Y TRABAJO EN EQUIPO

DESCRIPCIÓN DEL PUESTO: 
-Captación y gestión de inmuebles y clientes en la zona de trabajo asignada. Asesoramiento de clientes, gestión de compraventas en toda su dimensión:
-Asistencia a las citas de valoración y venta de los inmuebles.
-Asistencia a las distintas fases de negociación y a la formalización de los contratos de compraventa.",Linares,Contrato indefinido,Jornada completa,ESTUDIO VELEZ-NORTE SL.,900,3000,MONTH,EUR,Trabajo solo presencial,2022-01-25
Director/a de Restaurante  ref ASN,"Consolidado grupo de restauración catalán en fase de expansión precisa incorporar director para uno de sus restaurantes más emblemáticos de Barcelona ciudad. Sus funciones estarán ligadas a la operativa diaria, a la eficiencia y calidad de los procesos, a la formación de los equipos, a la gestión del establecimiento, a velar por la buena comunicación entre departamentos, valorar necesidades, etc..
Se ofrece contrato indefinido, dos días de fiesta rotativos y consecutivos.
Horario partido y seguido.
Salario inicial 3000-3500 netos, en función de experiencia.",Barcelona,Contrato indefinido,Jornada completa,"A.S.N. SELECCION Y RRHH, S.L.",50000,60000,YEAR,EUR,Trabajo solo presencial,2022-01-25
Ingenieros en instalaciones fotovoltaicas y renovables,"Empresa instaladora de calefacción, aire acondicionado y energías renovables, busca ingenieros y/o graduados para el desarrollo del departamento de energía solar fotovoltaica y otras energías renovables. Buscamos candidatos con experiencia previa en el sector, con conocimientos en autoconsumo y autoconsumo compartido, con y sin excedentes. Imprescindible conocimiento normativo, así como de tramitación de licencias y subvenciones. Se valorará la posesión de carnet electricidad en baja tensión, carnet RITE y otros.",Madrid,Contrato indefinido,Jornada completa,Multiservicios Tecnológicos,24000,33000,YEAR,EUR,Trabajo solo presencial,2022-01-25
Agente Comercial,"Empresa especializada en la gestión de los derechos, precisa de comercial a tiempo parcial con buen nivel de inglés y habilidades comerciales para el control del censo, comunicación y captación de usuarios. Entre las aptitudes propias del aspirante se destaca: 

- Buen nivel de inglés.
- Aptitudes organizativas.
- Proactivo.
- Habilidades Comerciales.
- Conocimientos en Ofimática nivel medio
- Carnet conducir y vehículo propio
- Experiencia en venta y consecución de objetivos
- Experiencia en venta a empresas.
- Buena presencia.
- Disponibilidad de Incorporación Inmediata",Ingenio,Contrato autónomo,Jornada indiferente,YURENA PAYO JIMÉNEZ,,,,,,2022-01-25
Gestor de proyectos europeos,"Diseño y gestión de proyectos europeos.
Principales ámbitos y temáticas de trabajo: I+D+i,  innovación social, educación y empleo, trabajo con colectivos desfavorecidos, inmigración, nuevas tecnologías, e-learning, desarrollo local y regional, sostenibilidad, Economía Circular.

Las funciones del puesto incluyen:
- Diseño y elaboración de propuestas para diferentes programas europeos. 
- Gestión integral del ciclo de vida de los proyectos.
- Elaboración en INGLÉS de contenidos requeridos en el ámbito de los proyectos, incluyendo: 
    . Manuales teóricos y metodológicos, guías y recomendaciones, informes, presentaciones, herramientas pedagógicas, etc.
    . Directrices para el desarrollo de contenidos.
    . Contenidos formativos online y offline.
    . Documentos de gestión, actas de reunión, informes de justificación y reporte.
    . Análisis y estudios.
- Actividades de difusión de los proyectos (online y offline)
- Monitorización y coordinación, participación en reuniones con socios, en sesiones formativas y grupos de trabajo.",Valladolid,Contrato de duración determinada,Jornada completa,INSTITUTO PARA EL FOMENTO DEL DESARROLLO Y LA FORMACION SL,24000,27000,YEAR,EUR,Teletrabajo posible,2022-01-25
MECANICO MAQUINARIA PESADA,"Se busca mecánico industrial con experiencia para realizar mantenimiento preventivo y reparaciones de maquinaria de obras públicas:

La maquinaria con la que trabajaría serían:
- Excavadoras
- Camiones extraviales (lagartos y volquetes)
- Maquinas elevadoras
- Palas cargadoras
- Generadores electrIcos
- Camiones
- Bañeras/remolques

Reparaciones habituales a realizar:
-Cambio de frenos
-Cambios hidráulicos
-Cambios motores de giro
-Cambio de bulones
-Cambio de bombas hidráulicas

El taller está en Rivas vaciamadrid pero gran parte de las reparaciones se harán en Villarrubia de Santiago y Almonacid de Toledo. 

Se proveerá de vehículo equipado para los desplazamientos

Máquinas: Caterpillar, Volvo, Hitachi, Perlini, New holland",Rivas-Vaciamadrid,Contrato indefinido,Jornada completa,Aridos Técnicos SA,21000,30000,YEAR,EUR,Trabajo solo presencial,2022-01-25
CUADRISTA TALLER MONTAJE DE CUADROS ELECTRICOS,"Cuadrista especializado en montaje de cuadros electricos de control y potencia en taller. Se valorará la experiencia en montaje de cuadros de automatización, cableado de PLC, montaje de embarrados, etiquetado, etc.",Leganés,Contrato indefinido,Jornada intensiva - mañana,EIEN SL,18000,24000,YEAR,EUR,Trabajo solo presencial,2022-01-25
Asesor inmobiliario,"¿Te interesa desarrollarte profesionalmente y gestionar tu propio tiempo? 
Te ofrecemos la posibilidad de formarte con apoyo continuado en el sector inmobiliario y asumir las siguientes funciones:

- Prospección de la zona
- Captación de inmuebles y clientes
- Valoración de propiedades
- Organización y realización de visitas a las propiedades

Te daremos soporte en:
- La publicación de tus inmuebles en los portales inmobiliarios más relevantes
- Uso de herramientas específicas de Marketing 

Beneficios: 
- Altas comisiones desde la primera operación
- Horario Flexible

Contrato mercantil inicialmente",A Coruña,Contrato autónomo,Jornada indiferente,CorUrbana,15000,45000,YEAR,EUR,Teletrabajo posible,2022-01-25
Consultor de selección de perfiles IT - Recruiter IT,"Selecta Digital, somos una consultora de selección especializada en perfiles tecnológicos y digitales a nivel nacional e internacional. 
 
¡Nos encontramos en pleno momento de crecimiento y por ello buscamos ampliar el equipo en la oficina de Zaragoza y Madrid! 
 
¿Te gustaría desarrollarte como especialista en selección de perfiles tecnológicos? ¿Tienes conocimientos de selección o en el mercado tecnológico? ¿Conoces los perfiles más demandados? ¡Sigue leyendo!
 
¿Cuál será tu rol? 
Aprenderás a gestionar, con apoyo del equipo, procesos de selección de perfiles IT de principio a fin, incluyendo contacto con el cliente, así como criba curricular y entrevistas con los candidatos.
Aprenderás conocimientos específicos del sector tecnológico.
 
¿Qué buscamos? 
-Formación en recursos humanos.
-Haber tenido contacto con el área de selección.. Valoramos muy positivamente que hayas llevado perfiles IT. 
-Competencias más importantes para encajar en el equipo y el rol a desempeñar: altas habilidades comunicativas y sociales, alta proactividad, capacidad resolutiva, apertura al aprendizaje, flexibilidad, tolerancia a la frustración, responsabilidad, orden y compromiso. 
 
-Valorable: nivel de inglés alto. Posibilidad de convenio de cooperación académica.
 
¿Qué te ofrecemos? 
-           Plan de crecimiento a corto plazo: iniciando con unas prácticas remuneradas a través de un convenio formativo durante 6 meses, teniendo una mejora a los 3 meses tras una evaluación del desempeño. Si a los 6 meses encajas, te incorporarás a la plantilla de la empresa a través de un contrato indefinido. 
-           Jornada de 40 horas. Posibilidad de un día de teletrabajo a la semana. 
-           Flexibilidad horaria. Jornada de verano en julio y agosto.
 
¿Piensas que tu perfil puede encajar con lo que buscamos? ¡Inscríbete!",Madrid,Contrato otros contratos,Jornada completa,Iberanálisis (Top Position),,,,,Teletrabajo posible,2022-01-25
Tesorería,"Imprescindible:

- Estudios financieros
- Gestión diaria (cobros y pagos)
- Planificación  Cash Flow
- Negociación bancaria
- Conocimiento productos bancarios (préstamos, pólizas...)
- Nivel alto Excel
- 2 años mínimo experiencia en departamentos de Finanzas
- Acostumbrada a trabajar en equipo

Deseable:
- Conocer XRT",Badalona,Contrato indefinido,Jornada completa,Actibios Distribucions,24000,30000,YEAR,EUR,Trabajo solo presencial,2022-01-25
Técnico/a de Prevención Riesgos Laborales,"En GRUPO TAPREGA seguimos creciendo es por eso que buscamos talento en nuestra ÁREA TÉCNICA de MADRID

Los perfiles solicitados son los de Técnicos/as Superiores en Prevención de Riesgos Laborales en las Especialidades de Seguridad en el Trabajo, Higiene Industrial y Ergonomía y Psicosociología Aplicada para desarrollar las funciones propias del puesto.
Vacante 1: Técnico/a Superior en PRL sin experiencia en puesto similar.
Vacante 2: Técnico/a Superior en PRL con más de 1 año de experiencia como Técnico en PRL en Servicio de Prevención Ajeno.",Madrid,Contrato indefinido,Jornada completa,TAPREGA PREVENCION DE RIESGOS SL,,,,,Teletrabajo posible,2022-01-25
Tecnico de Recursos Humanos,"Buscamos un profesional en el campo laboral con una experiencia minima de 5 años  para un puesto de técnico de recursos humanos interim con alta posibilidad de incorporarse en la empresa para la realización de las siguientes funciones:
 Coordinación de todo el proceso de elaboración y gestión de nóminas y seguros sociales
 Coordinación en materia de EHS 
 Dominio de derecho laboral
 Selección de personal
 Fuertes habilidades en materia de comunicación interna y externa
 Acostumbrado a trabajar con deadlines
 Dominio del inglés",Valladolid,Contrato de duración determinada,Jornada completa,Multinacional industrial,,,,,Trabajo solo presencial,2022-01-25
ADMINISTRATIV@ PLATAFORMA PARA DELEGACION BARCELONA-ST ESTEVE SESROVIRES,"¿Te gustaría trabajar en una empresa estable, sólida, con una gran liderazgo en el mercado y en proceso de expansión? ¿Tienes ganas de desarrolarte laboralmente y participar en grandes retos de futuro?Si es así LOGIFRIO es tu empresa.
Somos una empresa lider en el sector, uno de los principales operadores logísticos multiclientes, de temperatura controlada de la peninsula ibérica.
 Buscamos un@ administrativ@ de plataforma, para que lleve fundamentalmente la parte administrativa de la llegada y liquidación del reparto capilar de nuestros chóferes en Cataluña, y la documentación  administrativa de las salidas de los camiones de larga distancia a las rutas nacionales e internacionales.

Dependerá de la dirección de Open Space de nuestra delegación de St. Esteve Sesrovires (Barcelona), a la cual reportará. Trabajará en contacto directo y gestionando conductor@s que realizan el transporte.

Sus prinncipales funciones laborales serán:

- Liquidación del reparto de los chóferes, controlando y anotando en el sistema, las incidencias que puedan productrse
- Creación de las hojas de las cartas de porte de los camiones de larga distancia que salen a nivel nacional e internacional.
- Control de envases y palets de chóferes y clientes
- Control de las llegadas de mercancia de los clientes
- Informar a cliente y delegaciones de incidencias ocurridas
- Seguimiento de incidencias en las salidas de los camiones de larga distancia
- Muy importante el horario  laboral será intensivo de 15 a 23 h",Sant Esteve Sesrovires,Contrato de duración determinada,Jornada completa,Grupo Logifrio,,,,,Trabajo solo presencial,2022-01-25
comerciales para Hosteleria zona Coruña y alrededores,"Se necesitan 2 comerciales para hostelería con experiencia. Se descartarán CV sin experiencia. Necesitamos comerciales con cartera de clientes o contactos demostrados.

Uno de los 2 comerciales tiene que tener experiencia y conocimientos de venta de café y funcionamiento básico de maquina y molinillo.

Coche de empresa, teléfono y tablet.",A Coruña,Contrato indefinido,Jornada completa,galdis,1500,1800,MONTH,EUR,Trabajo solo presencial,2022-01-25
GESTOR DE PROMOCIONES INMOBILIARIAS,"Empresa líder en el sector de Promoción Inmobiliaria y Construcción selecciona gestor de promociones inmobiliarias para su delegación de Santa Cruz de Tenerife que desarrollará las siguientes funciones:
Tramitación y seguimiento de licencias (obras, calas, LPO...), expedientes y autorizaciones urbanísticas.
Gestión de contratos y acometidas con las empresas de suministro.
Visado de facturas.
Planificar y coordinar las gestiones de final de obra y las entregas de las promociones.
Colaboración con el departamento comercial con la documentación preceptiva para la comercialización.
Control de certificaciones",San Cristóbal de La Laguna,Contrato otros contratos,Jornada completa,CONSTRUCCIONES DALTRE SL,,,,,Trabajo solo presencial,2022-01-25
Contact center automoción,"Seleccionamos profesional de Contact Center con experiencia en el sector de la automoción, recambios y energía. 
La persona seleccionada se encargará de atender incidencias, recoger pedidos y solicitudes de clientes con dudas y preguntas sobre nuestros productos.
Necesaria también experiencia en posventa.
Buscamos gente muy proactiva y con ganas de aprender.",Alcalá de Guadaíra,Contrato indefinido,Jornada completa,Cema Baterias S.L,900,1200,MONTH,EUR,Trabajo solo presencial,2022-01-25
COMERCIAL VEHÍCULOS INDUSTRIALES,"COMERCIAL DE VEHÍCULOS INDUSTRIALES NUEVOS Y USADOS
TRABAJARÁ EN EQUIPO CON EL DIRECTOR COMERCIAL 
SE VALORARÁN 
CONOCIMIENTOS INFORMÁTICOS A NIVEL USUARIO
CONOCIMIENTOS MECÁNICOS
CARNET DE CONDUCIR VEHÍCULOS PESADOS
DISPONIBILIDAD PARA VIAJAR EL 70% DEL TIEMPO PROVINCIA DE GIRONA
CONOCIMIENTOS EN EL MUNDO DEL TRANSPORTE",Vilablareix,Contrato indefinido,Jornada completa,CAMION GRUP SA,30000,45000,YEAR,EUR,Trabajo solo presencial,2022-01-25
